split,lon,lat,name_loc,aux_bioclim_01,aux_bioclim_02,aux_bioclim_03,aux_bioclim_04,aux_bioclim_05,aux_bioclim_06,aux_bioclim_07,aux_bioclim_08,aux_bioclim_09,aux_bioclim_10,aux_bioclim_11,aux_bioclim_12,aux_bioclim_13,aux_bioclim_14,aux_bioclim_15,aux_bioclim_16,aux_bioclim_17,aux_bioclim_18,aux_bioclim_19,aux_corine_frac_111,aux_corine_frac_112,aux_corine_frac_121,aux_corine_frac_122,aux_corine_frac_123,aux_corine_frac_124,aux_corine_frac_131,aux_corine_frac_132,aux_corine_frac_133,aux_corine_frac_141,aux_corine_frac_142,aux_corine_frac_211,aux_corine_frac_212,aux_corine_frac_213,aux_corine_frac_221,aux_corine_frac_222,aux_corine_frac_223,aux_corine_frac_231,aux_corine_frac_241,aux_corine_frac_242,aux_corine_frac_243,aux_corine_frac_244,aux_corine_frac_311,aux_corine_frac_312,aux_corine_frac_313,aux_corine_frac_321,aux_corine_frac_322,aux_corine_frac_323,aux_corine_frac_324,aux_corine_frac_331,aux_corine_frac_332,aux_corine_frac_333,aux_corine_frac_334,aux_corine_frac_335,aux_corine_frac_411,aux_corine_frac_412,aux_corine_frac_421,aux_corine_frac_422,aux_corine_frac_423,aux_corine_frac_511,aux_corine_frac_512,aux_corine_frac_521,aux_corine_frac_522,aux_corine_frac_523,aux_corine_frac_1,aux_corine_frac_2,aux_corine_frac_3,aux_corine_frac_4,aux_corine_frac_5,aux_corine_frac_11,aux_corine_frac_12,aux_corine_frac_13,aux_corine_frac_14,aux_corine_frac_21,aux_corine_frac_22,aux_corine_frac_23,aux_corine_frac_24,aux_corine_frac_31,aux_corine_frac_32,aux_corine_frac_33,aux_corine_frac_41,aux_corine_frac_42,aux_corine_frac_51,aux_corine_frac_52,aux_total_population,aux_pop_density,aux_maxdist_road,aux_meandist_road,aux_corine_frac_lowlevel_top_1,aux_corine_frac_lowlevel_top_2,aux_corine_frac_lowlevel_top_3,aux_corine_frac_lowlevel_top_4,aux_corine_frac_lowlevel_top_5,aux_corine_frac_midlevel_top_1,aux_corine_frac_midlevel_top_2,aux_corine_frac_midlevel_top_3,aux_corine_frac_highlevel_top_1,aux_corine_frac_highlevel_top_2,aux_corine_frac_highlevel_top_3
train,-8.096958260447545,54.45894114090544,unlabelled-sample_0_train,8.9,6.5,40.0,35.57,17.6,1.5,16.1,5.300000000000001,10.0,13.5,4.6000000000000005,1320.0,155.0,75.0,23.0,432.0,237.0,274.0,398.0,0.0,0.0013651037843966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134066068721112,0.0,0.0,0.6152662018323722,0.0,0.0,0.0595889293686033,0.0,0.0,0.0,0.0,0.0398470503452985,0.0,0.0,0.0,0.0,0.0,0.0,0.1705261077972178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013651037843966,0.7286728087044835,0.0994359797139019,0.1705261077972178,0.0,0.0013651037843966,0.0,0.0,0.0,0.0,0.0,0.1134066068721112,0.6152662018323722,0.0595889293686033,0.0398470503452985,0.0,0.1705261077972178,0.0,0.0,0.0,175.0,26.0,1926.0,686.0,corine_frac_243,corine_frac_412,corine_frac_231,corine_frac_312,corine_frac_324,corine_frac_24,corine_frac_41,corine_frac_23,corine_frac_2,corine_frac_4,corine_frac_3
train,-8.057715240394087,54.48539534806826,unlabelled-sample_1_train,8.6,6.5,40.0,35.76,17.400000000000002,1.3,16.1,4.9,9.7,13.2,4.3,1343.0,158.0,76.0,23.0,441.0,240.0,277.0,407.0,0.0,0.012026502259188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562368499285384,0.0,0.0,0.0168652429744439,0.0,0.0,0.0,0.0,0.0,0.0838650912448677,0.0,0.0796763717843416,0.0,0.0,0.0,0.0,0.0,0.0,0.179118593239623,0.0,0.0,0.0,0.0470525345823237,0.0251588139866733,0.0,0.0,0.0,0.012026502259188,0.5731020929029824,0.1635414630292094,0.179118593239623,0.0722113485689971,0.012026502259188,0.0,0.0,0.0,0.0,0.0,0.5562368499285384,0.0168652429744439,0.0,0.1635414630292094,0.0,0.179118593239623,0.0,0.0722113485689971,0.0,132.0,20.0,1613.0,640.0,corine_frac_231,corine_frac_412,corine_frac_322,corine_frac_324,corine_frac_511,corine_frac_23,corine_frac_41,corine_frac_32,corine_frac_2,corine_frac_4,corine_frac_3
train,-8.031894965557141,54.48896517200197,unlabelled-sample_2_train,8.6,6.5,40.0,35.63,17.5,1.3,16.2,5.0,9.8,13.3,4.4,1337.0,158.0,76.0,23.0,440.0,240.0,276.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182388990004458,0.0,0.0,0.0645901570354962,0.0,0.0,0.0,0.0,0.0,0.0090200707589826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486238614607291,0.0,0.0,0.0,0.0,0.059527011744346,0.0,0.0,0.0,0.0,0.5828290560359422,0.0090200707589826,0.3486238614607291,0.059527011744346,0.0,0.0,0.0,0.0,0.0,0.0,0.5182388990004458,0.0645901570354962,0.0,0.0090200707589826,0.0,0.3486238614607291,0.0,0.059527011744346,0.0,71.0,10.0,1932.0,738.0,corine_frac_231,corine_frac_412,corine_frac_243,corine_frac_512,corine_frac_322,corine_frac_23,corine_frac_41,corine_frac_24,corine_frac_2,corine_frac_4,corine_frac_5
train,-8.006842924418319,54.480716585892914,unlabelled-sample_3_train,8.9,6.5,40.0,35.46,17.7,1.6,16.1,5.300000000000001,10.0,13.5,4.6000000000000005,1308.0,154.0,74.0,23.0,429.0,235.0,270.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5869727402296303,0.0,0.0,0.0198979987920515,0.0,0.0,0.0187945993013082,0.0361047108492057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134203975439379,0.3248095532838662,0.0,0.0,0.0,0.0,0.6068707390216819,0.0548993101505139,0.0,0.3382299508278042,0.0,0.0,0.0,0.0,0.0,0.0,0.5869727402296303,0.0198979987920515,0.0548993101505139,0.0,0.0,0.0,0.0,0.3382299508278042,0.0,92.0,14.0,1064.0,452.0,corine_frac_231,corine_frac_512,corine_frac_313,corine_frac_243,corine_frac_312,corine_frac_23,corine_frac_51,corine_frac_31,corine_frac_2,corine_frac_5,corine_frac_3
train,-7.977071177671213,54.39116061204077,unlabelled-sample_4_train,8.4,6.7,40.0,36.12,17.400000000000002,1.0,16.400000000000002,4.800000000000001,9.6,13.1,4.1000000000000005,1338.0,157.0,77.0,22.0,437.0,244.0,277.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2049513568251426,0.0,0.3807642880090316,0.0,0.0,0.2846290708755841,0.0,0.0,0.0,0.0,0.0,0.0,0.1296552842902416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8703447157097584,0.1296552842902416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2049513568251426,0.6653933588846158,0.0,0.1296552842902416,0.0,0.0,0.0,12.0,1.0,1586.0,729.0,corine_frac_321,corine_frac_324,corine_frac_312,corine_frac_412,corine_frac_112,corine_frac_32,corine_frac_31,corine_frac_41,corine_frac_3,corine_frac_4,corine_frac_2
train,-7.901483551542825,54.44563049147996,unlabelled-sample_5_train,7.9,6.6000000000000005,40.0,36.46,17.0,0.6000000000000001,16.400000000000002,4.2,9.1,12.7,3.6,1379.0,162.0,80.0,22.0,451.0,252.0,285.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2422496838391828,0.0,0.2532582428412417,0.0462879458922592,0.0,0.4582041274273161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2422496838391828,0.7577503161608172,0.0,0.0,0.0,0.0,0.0,30.0,4.0,2117.0,978.0,corine_frac_324,corine_frac_321,corine_frac_312,corine_frac_322,corine_frac_212,corine_frac_32,corine_frac_31,corine_frac_14,corine_frac_3,corine_frac_4,corine_frac_2
train,-7.900407049855181,54.49425478167862,unlabelled-sample_6_train,8.9,6.5,40.0,35.980000000000004,17.8,1.6,16.2,5.300000000000001,10.1,13.6,4.6000000000000005,1280.0,150.0,72.0,23.0,420.0,230.0,265.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009337841697896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990662158302104,0.0,0.0,0.0,0.0,0.0009337841697896,0.0,0.0,0.9990662158302104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009337841697896,0.0,0.0,0.0,0.0,0.0,0.9990662158302104,0.0,0.0,0.0,2157.0,1376.0,corine_frac_512,corine_frac_243,corine_frac_334,corine_frac_324,corine_frac_111,corine_frac_51,corine_frac_24,corine_frac_12,corine_frac_5,corine_frac_2,corine_frac_1
train,-7.894263646778579,54.403693418280625,unlabelled-sample_7_train,7.800000000000001,6.7,40.0,36.78,16.900000000000002,0.4,16.5,4.1000000000000005,9.0,12.6,3.4000000000000004,1388.0,163.0,81.0,22.0,453.0,255.0,287.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507321552555441,0.0,0.442331705842075,0.4069361389023808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507321552555441,0.8492678447444558,0.0,0.0,0.0,0.0,0.0,16.0,2.0,940.0,399.0,corine_frac_321,corine_frac_322,corine_frac_312,corine_frac_335,corine_frac_211,corine_frac_32,corine_frac_31,corine_frac_42,corine_frac_3,corine_frac_2,corine_frac_5
train,-7.874660928559555,54.381273477593915,unlabelled-sample_8_train,7.4,6.7,40.0,36.71,16.6,0.0,16.6,3.6,8.5,12.2,3.0,1418.0,166.0,84.0,22.0,461.0,263.0,294.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003941556813629,0.0,0.0,0.1397449444063645,0.0,0.4391635243117024,0.3296632393806065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0910341362199635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003941556813629,0.9085717080986734,0.0910341362199635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003941556813629,0.1397449444063645,0.768826763692309,0.0,0.0910341362199635,0.0,0.0,0.0,21.0,3.0,3369.0,1993.0,corine_frac_321,corine_frac_322,corine_frac_312,corine_frac_412,corine_frac_243,corine_frac_32,corine_frac_31,corine_frac_41,corine_frac_3,corine_frac_4,corine_frac_2
train,-7.870675177991031,54.704574357243246,unlabelled-sample_9_train,7.6,6.300000000000001,39.0,35.96,16.3,0.4,15.9,3.9,8.6,12.2,3.2,1408.0,165.0,82.0,23.0,461.0,255.0,292.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999093778300697,0.0,0.0,0.0,0.0,0.1000906221699302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999093778300697,0.1000906221699302,0.0,0.0,0.0,0.0,0.0,27.0,4.0,4999.0,4442.0,corine_frac_312,corine_frac_324,corine_frac_213,corine_frac_133,corine_frac_411,corine_frac_31,corine_frac_32,corine_frac_12,corine_frac_3,corine_frac_1,corine_frac_2
